GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,2455455.401,2455455.40100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,2025857.894,2025857.89400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,1615897.311,1615897.31100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,4385718.245,4385718.24500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,3913190.004,3913190.00400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,3446340.366,3446340.36600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,2986702.095,2986702.09500,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,54.1057604,54.10576,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,49.57783021,49.57783,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,45.17343463,45.17343,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,40.89381751,40.89382,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,62.69572489,62.69572,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,57.83926477,57.83926,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,53.10580433,53.10580,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,48.5931276,48.59313,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGELT1,<1 year,,MLE,Male,,,,,,,,70.43110039,70.43110,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,71.66715019,71.66715,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,68.14899716,68.14900,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,63.2868255,63.28683,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,58.41614989,58.41615,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,7.656492217,7.65649,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,5.224158837,5.22416,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGELT1,<1 year,,MLE,Male,,,,,,,,68.62414187,68.62414,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,69.6558739,69.65587,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,12.37490653,12.37491,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,9.877359845,9.87736,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,7.295601146,7.29560,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,4.994655503,4.99466,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,22.65417426,22.65417,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,18.98522962,18.98523,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,15.81943353,15.81943,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,12.75438929,12.75439,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,10.22591924,10.22592,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,37.27014192,37.27014,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,32.88052783,32.88053,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,28.5948794,28.59488,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,24.37821854,24.37822,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,44.57070528,44.57071,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,40.10000157,40.10000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,35.6881209,35.68812,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,31.31881314,31.31881,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,54.18378832,54.18379,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,49.46648085,49.46648,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,44.82500568,44.82501,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,40.24595009,40.24595,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,67.51408137,67.51408,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,62.59628851,62.59629,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,57.74823533,57.74824,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,53.01474705,53.01475,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,48.31281311,48.31281,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,76.85843094,76.85843,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,73.18557097,73.18557,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,68.2762016,68.27620,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,63.35234156,63.35234,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,5.477606002,5.47761,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,73.22090204,73.22090,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,74.76955189,74.76955,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,71.35879937,71.35880,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,15.24208331,15.24208,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,12.15331456,12.15331,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,9.072768277,9.07277,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,6.280859637,6.28086,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,72.38498795,72.38499,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,21.3331533,21.33315,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,17.73904053,17.73904,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,14.22807725,14.22808,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,11.3049886,11.30499,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,29.44185671,29.44186,,,,,
